OBJECTID,STATEFP,COUNTYFP,County,TRACTCE,GEOID,NAME,NAMELSAD,ALAND,AWATER,DAC,Income_Group,Urban_Rural_RuralCenter,PerCap_100k_L2DCFC,DAC_andor_LIC,UCC_eligible,REV2_eligible,Shape__Area,Shape__Length
5808,06,037,Los Angeles County,234902,06037234902,2349.02,Census Tract 2349.02,447718,0,Disadvantaged Community,Low,Urban,0,Yes,"Yes, eligible","No, ineligible",447719.398258209,3036.38377940396
5809,06,037,Los Angeles County,236203,06037236203,2362.03,Census Tract 2362.03,339333,0,Disadvantaged Community,Low,Urban,0,Yes,"Yes, eligible","No, ineligible",339332.22360611,3301.53737970088
5810,06,037,Los Angeles County,236204,06037236204,2362.04,Census Tract 2362.04,229866,0,Disadvantaged Community,Low,Urban,0,Yes,"Yes, eligible","No, ineligible",229866.281597137,2041.37715716712
5811,06,037,Los Angeles County,237101,06037237101,2371.01,Census Tract 2371.01,628939,0,Disadvantaged Community,Low,Urban,0,Yes,"Yes, eligible","No, ineligible",628939.731193542,3155.31972413291
5812,06,037,Los Angeles County,237202,06037237202,2372.02,Census Tract 2372.02,1108042,472,Disadvantaged Community,Low,Urban,0,Yes,"Yes, eligible","No, ineligible",1108513.46268463,4387.09197095343
5813,06,037,Los Angeles County,119340,06037119340,1193.40,Census Tract 1193.40,122149,0,Disadvantaged Community,Low,Urban,70.3564727954972,Yes,"Yes, eligible","No, ineligible",122149.438091278,1412.01626587946
5814,06,037,Los Angeles County,408705,06037408705,4087.05,Census Tract 4087.05,1927095,953,NA,Low,Urban,0,Yes,"Yes, eligible","No, ineligible",1928048.26992798,5826.24978757109
5815,06,037,Los Angeles County,432602,06037432602,4326.02,Census Tract 4326.02,1064490,0,Disadvantaged Community,Low,Urban,0,Yes,"Yes, eligible","No, ineligible",1064490.4593277,4496.14431998833
5816,06,037,Los Angeles County,432700,06037432700,4327,Census Tract 4327,1825591,50344,Disadvantaged Community,Low,Urban,173.040318394186,Yes,"No, ineligible","No, ineligible",1875933.68634796,6893.23543849982
5817,06,037,Los Angeles County,432801,06037432801,4328.01,Census Tract 4328.01,791496,7057,Disadvantaged Community,Low,Urban,71.5051841258491,Yes,"Yes, eligible","No, ineligible",798554.755722046,4088.26765139646
5818,06,037,Los Angeles County,432802,06037432802,4328.02,Census Tract 4328.02,591782,0,Disadvantaged Community,Low,Urban,0,Yes,"Yes, eligible","No, ineligible",591783.021270752,3583.52446162174
5819,06,037,Los Angeles County,432902,06037432902,4329.02,Census Tract 4329.02,1083978,0,NA,Low,Urban,0,Yes,"Yes, eligible","No, ineligible",1083977.12954712,4511.55030618191
5820,06,065,Riverside County,043814,06065043814,438.14,Census Tract 438.14,1662771,0,NA,Low,Urban,741.525423728814,Yes,"No, ineligible","No, ineligible",1662769.50269318,6092.32231931224
5821,06,037,Los Angeles County,237401,06037237401,2374.01,Census Tract 2374.01,516110,0,Disadvantaged Community,Low,Urban,0,Yes,"Yes, eligible","No, ineligible",516107.841041565,2914.10475214371
5822,06,037,Los Angeles County,237402,06037237402,2374.02,Census Tract 2374.02,521230,0,Disadvantaged Community,Low,Urban,0,Yes,"Yes, eligible","No, ineligible",521229.697319031,2933.24427210687
5823,06,037,Los Angeles County,239202,06037239202,2392.02,Census Tract 2392.02,1275622,0,Disadvantaged Community,Low,Urban,16.6694449074846,Yes,"Yes, eligible","No, ineligible",1275625.34786987,4836.96955739695
5824,06,037,Los Angeles County,239501,06037239501,2395.01,Census Tract 2395.01,474213,0,Disadvantaged Community,Low,Urban,0,Yes,"Yes, eligible","No, ineligible",474212.075614929,3223.44251937195
5825,06,037,Los Angeles County,239502,06037239502,2395.02,Census Tract 2395.02,510917,0,Disadvantaged Community,Low,Urban,0,Yes,"Yes, eligible","No, ineligible",510919.097709656,3298.21105199851
5826,06,037,Los Angeles County,239602,06037239602,2396.02,Census Tract 2396.02,358086,0,Disadvantaged Community,Low,Urban,0,Yes,"Yes, eligible","No, ineligible",358087.848823547,2827.01762179164
5827,06,037,Los Angeles County,239701,06037239701,2397.01,Census Tract 2397.01,409688,0,Disadvantaged Community,Low,Urban,0,Yes,"Yes, eligible","No, ineligible",409690.360939026,2892.46098015337
5828,06,037,Los Angeles County,214502,06037214502,2145.02,Census Tract 2145.02,258191,0,NA,Low,Urban,37.8429517502365,Yes,"Yes, eligible","No, ineligible",258190.888889313,2408.783599036
5829,06,037,Los Angeles County,214902,06037214902,2149.02,Census Tract 2149.02,506805,0,NA,Middle,Urban,1176.47058823529,No,"No, ineligible","No, ineligible",506805.735919952,2987.19917493356
5830,06,037,Los Angeles County,234501,06037234501,2345.01,Census Tract 2345.01,751799,0,Disadvantaged Community,Low,Urban,0,Yes,"Yes, eligible","No, ineligible",751797.575870514,3886.59110467704
5831,06,037,Los Angeles County,234502,06037234502,2345.02,Census Tract 2345.02,544856,0,Disadvantaged Community,Low,Urban,33.1455087835598,Yes,"Yes, eligible","No, ineligible",544857.070331573,3555.60662207699
5832,06,037,Los Angeles County,265201,06037265201,2652.01,Census Tract 2652.01,438820,0,NA,Low,Urban,116.867939228672,Yes,"No, ineligible","No, ineligible",438819.190235138,3623.40327491514
5833,06,037,Los Angeles County,275101,06037275101,2751.01,Census Tract 2751.01,334329,9884,NA,High,Urban,0,No,"No, ineligible","No, ineligible",344214.677074432,3127.71953650678
5834,06,037,Los Angeles County,275602,06037275602,2756.02,Census Tract 2756.02,2516544,70151,NA,High,Urban,611.570247933884,No,"No, ineligible","No, ineligible",2586693.57354355,8622.17759858067
5835,06,037,Los Angeles County,119700,06037119700,1197,Census Tract 1197,1288673,21675,NA,Low,Urban,0,Yes,"Yes, eligible","No, ineligible",1310344.13736343,6192.64709166937
5836,06,037,Los Angeles County,119800,06037119800,1198,Census Tract 1198,1236126,5942,Disadvantaged Community,Low,Urban,16.5180046250413,Yes,"Yes, eligible","No, ineligible",1242070.78091431,4553.11397675413
5837,06,037,Los Angeles County,119900,06037119900,1199,Census Tract 1199,1052206,0,Disadvantaged Community,Low,Urban,0,Yes,"Yes, eligible","No, ineligible",1052204.66060638,4466.48768953688
5838,06,037,Los Angeles County,120020,06037120020,1200.20,Census Tract 1200.20,537557,14554,Disadvantaged Community,Low,Urban,77.4793388429752,Yes,"Yes, eligible","No, ineligible",552110.748382568,4954.57518433021
5839,06,037,Los Angeles County,120030,06037120030,1200.30,Census Tract 1200.30,358619,0,Disadvantaged Community,Low,Urban,75.0187546886722,Yes,"Yes, eligible","No, ineligible",358619.693264008,2413.54488522164
5840,06,037,Los Angeles County,462100,06037462100,4621,Census Tract 4621,1043919,0,NA,Low,Urban,0,Yes,"Yes, eligible","No, ineligible",1043920.99456024,4181.16286893211
5841,06,037,Los Angeles County,462400,06037462400,4624,Census Tract 4624,1305486,10596,NA,High,Urban,0,No,"No, ineligible","No, ineligible",1316081.32998657,4718.25608270798
5842,06,037,Los Angeles County,295103,06037295103,2951.03,Census Tract 2951.03,2056812,1202,NA,High,Urban,77.1010023130301,No,"No, ineligible","No, ineligible",2058016.71628571,7788.96564641226
5843,06,037,Los Angeles County,102103,06037102103,1021.03,Census Tract 1021.03,1186484,0,NA,Low,Urban,0,Yes,"Yes, eligible","No, ineligible",1186483.8883667,4983.19226602332
5844,06,037,Los Angeles County,533001,06037533001,5330.01,Census Tract 5330.01,477673,0,Disadvantaged Community,Low,Urban,0,Yes,"Yes, eligible","No, ineligible",477672.297164917,3367.11293455237
5845,06,037,Los Angeles County,536104,06037536104,5361.04,Census Tract 5361.04,1963265,0,Disadvantaged Community,Low,Urban,0,Yes,"Yes, eligible","No, ineligible",1963270.57302856,7977.83925381177
5846,06,037,Los Angeles County,600304,06037600304,6003.04,Census Tract 6003.04,445759,0,Disadvantaged Community,Low,Urban,0,Yes,"Yes, eligible","No, ineligible",445758.814941406,2944.92429617138
5847,06,037,Los Angeles County,602302,06037602302,6023.02,Census Tract 6023.02,1937377,0,NA,High,Urban,103.755965968043,No,"No, ineligible","No, ineligible",1937376.50370789,6870.32738148777
5848,06,037,Los Angeles County,602508,06037602508,6025.08,Census Tract 6025.08,647548,0,Disadvantaged Community,Low,Urban,0,Yes,"Yes, eligible","No, ineligible",647548.507568359,3220.60972070626
5849,06,037,Los Angeles County,602509,06037602509,6025.09,Census Tract 6025.09,2108028,11775,Disadvantaged Community,Low,Urban,179.492932465784,Yes,"No, ineligible","No, ineligible",2119803.896492,7181.2899174629
5850,06,037,Los Angeles County,602801,06037602801,6028.01,Census Tract 6028.01,1253726,0,Disadvantaged Community,Low,Urban,0,Yes,"Yes, eligible","No, ineligible",1253726.41184998,4807.06286526827
5851,06,037,Los Angeles County,910715,06037910715,9107.15,Census Tract 9107.15,1986480,985,NA,Low,Urban,60.1232526679693,Yes,"Yes, eligible","No, ineligible",1987463.75225449,6542.95041582369
5852,06,037,Los Angeles County,104201,06037104201,1042.01,Census Tract 1042.01,1090103,0,Disadvantaged Community,Low,Urban,0,Yes,"Yes, eligible","No, ineligible",1090102.05761337,4514.70334618491
5853,06,037,Los Angeles County,910716,06037910716,9107.16,Census Tract 9107.16,2452288,15014,NA,Low,Urban,0,Yes,"Yes, eligible","No, ineligible",2467299.52865982,7530.43626200974
5854,06,037,Los Angeles County,104310,06037104310,1043.10,Census Tract 1043.10,1508622,0,Disadvantaged Community,Low,Urban,0,Yes,"Yes, eligible","No, ineligible",1508627.02727509,5821.81847028613
5855,06,037,Los Angeles County,104320,06037104320,1043.20,Census Tract 1043.20,1212169,0,Disadvantaged Community,Low,Urban,18.896447467876,Yes,"Yes, eligible","No, ineligible",1212169.67544174,4452.58360476771
5856,06,037,Los Angeles County,104401,06037104401,1044.01,Census Tract 1044.01,681117,0,Disadvantaged Community,Low,Urban,0,Yes,"Yes, eligible","No, ineligible",681117.123180389,3789.29960473612
5857,06,037,Los Angeles County,124700,06037124700,1247,Census Tract 1247,1347604,14339,NA,Middle,Urban,54.1614009749052,No,"No, ineligible","No, ineligible",1361942.01506424,5442.43145066057
5858,06,037,Los Angeles County,602802,06037602802,6028.02,Census Tract 6028.02,1335285,0,Disadvantaged Community,Low,Urban,0,Yes,"Yes, eligible","No, ineligible",1335287.41937256,4887.92833236845
5859,06,037,Los Angeles County,603006,06037603006,6030.06,Census Tract 6030.06,687534,0,NA,Low,Urban,263.435194942044,Yes,"No, ineligible","No, ineligible",687532.409072876,3341.34915784183
5860,06,037,Los Angeles County,603801,06037603801,6038.01,Census Tract 6038.01,666617,0,Disadvantaged Community,Low,Urban,0,Yes,"Yes, eligible","No, ineligible",666616.676010132,3304.7741560322
5861,06,037,Los Angeles County,700101,06037700101,7001.01,Census Tract 7001.01,674088,0,NA,Low,Urban,538.461538461538,Yes,"No, ineligible","No, ineligible",674089.067962646,4151.7693832793
5862,06,037,Los Angeles County,700501,06037700501,7005.01,Census Tract 7005.01,597174,0,NA,Middle,Urban,198.525241066364,No,"No, ineligible","No, ineligible",597173.181056976,4584.83120110455
5863,06,037,Los Angeles County,700502,06037700502,7005.02,Census Tract 7005.02,504038,0,NA,Middle,Urban,797.811716434921,No,"No, ineligible","No, ineligible",504038.935684204,3293.60199193921
5864,06,037,Los Angeles County,700801,06037700801,7008.01,Census Tract 7008.01,1454766,0,NA,Middle,Urban,1691.97396963124,No,"No, ineligible","No, ineligible",1454767.86575317,6120.22534038423
5865,06,037,Los Angeles County,700802,06037700802,7008.02,Census Tract 7008.02,685910,0,NA,Middle,Urban,0,No,"No, ineligible","No, ineligible",685910.61977005,4604.61579381701
5866,06,037,Los Angeles County,701402,06037701402,7014.02,Census Tract 7014.02,829446,244198,NA,High,Urban,197.23865877712,No,"No, ineligible","No, ineligible",1073640.77978516,4604.17571954567
5867,06,037,Los Angeles County,406901,06037406901,4069.01,Census Tract 4069.01,954500,3490,Disadvantaged Community,Low,Urban,0,Yes,"Yes, eligible","No, ineligible",957991.311599731,4955.45855185254
5868,06,037,Los Angeles County,433101,06037433101,4331.01,Census Tract 4331.01,1492029,70812,Disadvantaged Community,Low,Urban,121.753246753247,Yes,"No, ineligible","No, ineligible",1562838.54888916,7826.43990758438
5869,06,037,Los Angeles County,104500,06037104500,1045,Census Tract 1045,531002,0,Disadvantaged Community,Low,Urban,33.0578512396694,Yes,"Yes, eligible","No, ineligible",531003.900512695,3444.64496257013
5870,06,037,Los Angeles County,104610,06037104610,1046.10,Census Tract 1046.10,592138,0,Disadvantaged Community,Low,Urban,0,Yes,"Yes, eligible","No, ineligible",592136.884384155,3535.74619162711
5871,06,037,Los Angeles County,104620,06037104620,1046.20,Census Tract 1046.20,531171,0,Disadvantaged Community,Low,Urban,0,Yes,"Yes, eligible","No, ineligible",531171.841938019,3444.57717899303
5872,06,037,Los Angeles County,104701,06037104701,1047.01,Census Tract 1047.01,550502,0,Disadvantaged Community,Low,Urban,0,Yes,"Yes, eligible","No, ineligible",550501.798927307,3382.73236881781
5873,06,037,Los Angeles County,104810,06037104810,1048.10,Census Tract 1048.10,1123361,0,Disadvantaged Community,Low,Urban,0,Yes,"Yes, eligible","No, ineligible",1123362.7124176,4341.22257349842
5874,06,037,Los Angeles County,125100,06037125100,1251,Census Tract 1251,1298672,0,NA,Middle,Urban,33.9443312966735,No,"No, ineligible","No, ineligible",1298669.77860641,4834.35307378468
5875,06,037,Los Angeles County,125200,06037125200,1252,Census Tract 1252,1303249,498,NA,Low,Urban,51.1901714870745,Yes,"Yes, eligible","No, ineligible",1303746.90028763,4834.72781118864
5876,06,037,Los Angeles County,406902,06037406902,4069.02,Census Tract 4069.02,1002353,0,NA,Low,Urban,0,Yes,"Yes, eligible","No, ineligible",1002353.08699036,4801.05317728621
5877,06,037,Los Angeles County,407502,06037407502,4075.02,Census Tract 4075.02,1029828,0,NA,Low,Urban,0,Yes,"Yes, eligible","No, ineligible",1029826.65277863,4793.35705447153
5878,06,013,Contra Costa County,303204,06013303204,3032.04,Census Tract 3032.04,2079622,0,NA,Low,Urban,0,Yes,"Yes, eligible","No, ineligible",2079619.57726336,7334.45399623324
5879,06,013,Contra Costa County,355110,06013355110,3551.10,Census Tract 3551.10,1791527,0,NA,Low,Urban,0,Yes,"Yes, eligible","No, ineligible",1791531.18115786,5886.96672711356
5880,06,013,Contra Costa County,306004,06013306004,3060.04,Census Tract 3060.04,1665853,73543,NA,Low,Urban,0,Yes,"Yes, eligible","No, ineligible",1739396.36949479,6392.34395501386
5881,06,013,Contra Costa County,304004,06013304004,3040.04,Census Tract 3040.04,2667549,1121981,NA,High,Rural Center,0,No,"No, ineligible","Yes, rural center, eligible",3789535.75361931,10239.8332860452
5882,06,037,Los Angeles County,106642,06037106642,1066.42,Census Tract 1066.42,1577594,0,NA,High,Urban,0,No,"No, ineligible","No, ineligible",1577596.60755157,6209.1796705957
5883,06,037,Los Angeles County,106643,06037106643,1066.43,Census Tract 1066.43,4332693,0,NA,High,Urban,0,No,"No, ineligible","No, ineligible",4332690.76618958,10009.4790958603
5884,06,037,Los Angeles County,107010,06037107010,1070.10,Census Tract 1070.10,684671,0,NA,Low,Urban,31.8369945877109,Yes,"Yes, eligible","No, ineligible",684670.220859528,3954.67973184154
5885,06,037,Los Angeles County,107020,06037107020,1070.20,Census Tract 1070.20,994806,0,NA,Low,Urban,75.2303930788038,Yes,"Yes, eligible","No, ineligible",994804.114162445,4471.26534167056
5886,06,037,Los Angeles County,108101,06037108101,1081.01,Census Tract 1081.01,1128633,0,NA,High,Urban,0,No,"No, ineligible","No, ineligible",1128633.48806381,4470.35197209174
5887,06,037,Los Angeles County,108102,06037108102,1081.02,Census Tract 1081.02,2183816,0,NA,High,Urban,28.1531531531532,No,"No, ineligible","No, ineligible",2183811.29632568,5778.03422541049
5888,06,019,Fresno County,006602,06019006602,66.02,Census Tract 66.02,2966184,0,Disadvantaged Community,Low,Rural Center,49.3177708367582,Yes,"No, ineligible","Yes, rural center, eligible",2966187.85748053,9036.85423344364
5889,06,061,Placer County,021103,06061021103,211.03,Census Tract 211.03,4804254,0,NA,Middle,Urban,872.323552735924,No,"No, ineligible","No, ineligible",4804252.18953705,12339.0404072124
5890,06,061,Placer County,021502,06061021502,215.02,Census Tract 215.02,7378223,0,NA,High,Urban,436.205016357688,No,"No, ineligible","No, ineligible",7378215.18885994,17482.8484855051
5891,06,013,Contra Costa County,303202,06013303202,3032.02,Census Tract 3032.02,3676386,0,NA,Middle,Urban,0,No,"No, ineligible","No, ineligible",3676390.2807318,9849.70313148434
5892,06,013,Contra Costa County,320003,06013320003,3200.03,Census Tract 3200.03,1245307,0,NA,Middle,Urban,73.5023888276369,No,"No, ineligible","No, ineligible",1245307.45859714,5436.90982107797
5893,06,013,Contra Costa County,392300,06013392300,3923,Census Tract 3923,2112144,1274479,NA,High,Urban,0,No,"No, ineligible","No, ineligible",3386622.91597429,8833.63508394374
5894,06,037,Los Angeles County,980018,06037980018,9800.18,Census Tract 9800.18,7389700,21307,NA,NA,Urban,,No,"No, ineligible","No, ineligible",7411010.24742889,16911.4010897373
5895,06,037,Los Angeles County,980030,06037980030,9800.30,Census Tract 9800.30,4248789,990973,Disadvantaged Community,NA,Urban,,Yes,"No, ineligible","No, ineligible",5239758.80170059,10634.8257048678
5896,06,037,Los Angeles County,980033,06037980033,9800.33,Census Tract 9800.33,12659821,16043472,Disadvantaged Community,NA,Urban,156250,Yes,"No, ineligible","No, ineligible",28703274.5162811,29322.410512328
5897,06,037,Los Angeles County,600303,06037600303,6003.03,Census Tract 6003.03,364537,0,Disadvantaged Community,Low,Urban,0,Yes,"Yes, eligible","No, ineligible",364537.195960999,2778.00746110597
5898,06,037,Los Angeles County,602505,06037602505,6025.05,Census Tract 6025.05,323592,0,Disadvantaged Community,Low,Urban,0,Yes,"Yes, eligible","No, ineligible",323591.650505066,2412.08088704232
5899,06,037,Los Angeles County,602506,06037602506,6025.06,Census Tract 6025.06,324667,0,Disadvantaged Community,Low,Urban,0,Yes,"Yes, eligible","No, ineligible",324667.010437012,2407.45693219202
5900,06,037,Los Angeles County,106010,06037106010,1060.10,Census Tract 1060.10,2517816,0,NA,Middle,Urban,64.6621403168445,No,"No, ineligible","No, ineligible",2517818.78279877,7308.59806762187
5901,06,037,Los Angeles County,123104,06037123104,1231.04,Census Tract 1231.04,781693,0,Disadvantaged Community,Low,Urban,0,Yes,"Yes, eligible","No, ineligible",781692.446483612,3516.77367929004
5902,06,037,Los Angeles County,123204,06037123204,1232.04,Census Tract 1232.04,324206,0,Disadvantaged Community,Low,Urban,0,Yes,"Yes, eligible","No, ineligible",324207.247333527,2416.07892457553
5903,06,037,Los Angeles County,123206,06037123206,1232.06,Census Tract 1232.06,602849,0,Disadvantaged Community,Low,Urban,0,Yes,"Yes, eligible","No, ineligible",602850.133914948,3130.33247653829
5904,06,037,Los Angeles County,123301,06037123301,1233.01,Census Tract 1233.01,1303487,0,Disadvantaged Community,Low,Urban,110.37527593819,Yes,"No, ineligible","No, ineligible",1303488.66556931,5390.38363603321
5905,06,037,Los Angeles County,123303,06037123303,1233.03,Census Tract 1233.03,633404,0,Disadvantaged Community,Low,Urban,64.7878198898607,Yes,"Yes, eligible","No, ineligible",633405.232772827,3972.11082527148
5906,06,037,Los Angeles County,125310,06037125310,1253.10,Census Tract 1253.10,1053719,0,Disadvantaged Community,Low,Urban,92.7428703918386,Yes,"Yes, eligible","No, ineligible",1053721.34025192,5869.46151253531
5907,06,037,Los Angeles County,125600,06037125600,1256,Census Tract 1256,1022595,0,NA,Middle,Urban,0,No,"No, ineligible","No, ineligible",1022592.82627869,4507.7195113032
5908,06,037,Los Angeles County,127210,06037127210,1272.10,Census Tract 1272.10,1539761,1672,Disadvantaged Community,Low,Urban,68.5166152792052,Yes,"Yes, eligible","No, ineligible",1541429.58944702,5994.38318118172
5909,06,037,Los Angeles County,127220,06037127220,1272.20,Census Tract 1272.20,652901,0,Disadvantaged Community,Low,Urban,138.751238850347,Yes,"No, ineligible","No, ineligible",652900.987056732,3230.31217931416
5910,06,037,Los Angeles County,127300,06037127300,1273,Census Tract 1273,1059237,0,Disadvantaged Community,Low,Urban,26.2536098713573,Yes,"Yes, eligible","No, ineligible",1059236.4435463,4590.11946692329
5911,06,037,Los Angeles County,127400,06037127400,1274,Census Tract 1274,2157566,24074,Disadvantaged Community,Low,Urban,15.2485513876182,Yes,"Yes, eligible","No, ineligible",2181636.05962372,7657.52836572859
5912,06,061,Placer County,021003,06061021003,210.03,Census Tract 210.03,7614997,0,NA,Middle,Urban,739.207569485511,No,"No, ineligible","No, ineligible",7614996.92800331,13445.0287526786
5913,06,061,Placer County,020105,06061020105,201.05,Census Tract 201.05,27538208,917608,NA,Middle,Rural Center,0,No,"No, ineligible","Yes, rural center, eligible",28455817.3772438,26570.9670624447
5914,06,061,Placer County,020601,06061020601,206.01,Census Tract 206.01,24921085,21186168,NA,High,Urban,39.0879478827362,No,"No, ineligible","No, ineligible",46107260.0189037,42963.669970329
5915,06,061,Placer County,021304,06061021304,213.04,Census Tract 213.04,201457303,2245211,NA,Middle,Rural,0,No,"No, ineligible","Yes, rural, eligible",203702527.900821,71427.9679370673
5916,06,037,Los Angeles County,602507,06037602507,6025.07,Census Tract 6025.07,322627,0,Disadvantaged Community,Low,Urban,0,Yes,"Yes, eligible","No, ineligible",322627.116096497,2411.81051906254
5917,06,037,Los Angeles County,240402,06037240402,2404.02,Census Tract 2404.02,601299,0,Disadvantaged Community,Low,Urban,53.1490831783152,Yes,"Yes, eligible","No, ineligible",601300.050888062,3392.20618641412
5918,06,037,Los Angeles County,241001,06037241001,2410.01,Census Tract 2410.01,904092,2395,Disadvantaged Community,Low,Urban,0,Yes,"Yes, eligible","No, ineligible",906489.282180786,5531.70285611
5919,06,037,Los Angeles County,533805,06037533805,5338.05,Census Tract 5338.05,432100,0,Disadvantaged Community,Low,Urban,0,Yes,"Yes, eligible","No, ineligible",432099.94997406,3213.80016993991
5920,06,037,Los Angeles County,402405,06037402405,4024.05,Census Tract 4024.05,900372,0,Disadvantaged Community,Low,Urban,0,Yes,"Yes, eligible","No, ineligible",900374.458137512,4346.07417813891
5921,06,037,Los Angeles County,402705,06037402705,4027.05,Census Tract 4027.05,865507,0,NA,Low,Urban,0,Yes,"Yes, eligible","No, ineligible",865507.861938477,3953.76599400022
5922,06,037,Los Angeles County,402706,06037402706,4027.06,Census Tract 4027.06,1073873,0,Disadvantaged Community,Low,Urban,52.1648408972353,Yes,"Yes, eligible","No, ineligible",1073871.47396851,4230.33207252365
5923,06,037,Los Angeles County,402803,06037402803,4028.03,Census Tract 4028.03,630283,0,Disadvantaged Community,Low,Urban,0,Yes,"Yes, eligible","No, ineligible",630280.097122192,3225.48791686055
5924,06,037,Los Angeles County,402804,06037402804,4028.04,Census Tract 4028.04,1311060,0,Disadvantaged Community,Low,Urban,0,Yes,"Yes, eligible","No, ineligible",1311059.32796478,4921.31602228642
5925,06,037,Los Angeles County,402903,06037402903,4029.03,Census Tract 4029.03,1594421,0,Disadvantaged Community,Low,Urban,0,Yes,"Yes, eligible","No, ineligible",1594419.30577087,5188.36832949704
5926,06,037,Los Angeles County,104108,06037104108,1041.08,Census Tract 1041.08,1096645,0,Disadvantaged Community,Low,Urban,0,Yes,"Yes, eligible","No, ineligible",1096645.43089676,5780.83883825676
5927,06,037,Los Angeles County,106406,06037106406,1064.06,Census Tract 1064.06,2085950,916,NA,Low,Urban,0,Yes,"Yes, eligible","No, ineligible",2086860.50857925,6521.58215105934
5928,06,037,Los Angeles County,109100,06037109100,1091,Census Tract 1091,2705905,0,Disadvantaged Community,Low,Urban,786.55702538434,Yes,"No, ineligible","No, ineligible",2705906.71216583,8026.9328069877
5929,06,037,Los Angeles County,109200,06037109200,1092,Census Tract 1092,1191362,0,NA,High,Urban,0,No,"No, ineligible","No, ineligible",1191362.40723038,4573.64811280414
5930,06,037,Los Angeles County,109300,06037109300,1093,Census Tract 1093,1233087,0,NA,Middle,Urban,0,No,"No, ineligible","No, ineligible",1233090.84979248,5331.68436741113
5931,06,037,Los Angeles County,109400,06037109400,1094,Census Tract 1094,1290833,0,NA,Low,Urban,0,Yes,"Yes, eligible","No, ineligible",1290832.24085999,5351.70812586977
5932,06,037,Los Angeles County,109500,06037109500,1095,Census Tract 1095,1194583,0,Disadvantaged Community,Low,Urban,20.6953642384106,Yes,"Yes, eligible","No, ineligible",1194581.31725693,6275.99793702255
5933,06,037,Los Angeles County,109601,06037109601,1096.01,Census Tract 1096.01,2214559,33284,NA,Low,Urban,0,Yes,"Yes, eligible","No, ineligible",2247841.95001221,6120.81511240038
5934,06,037,Los Angeles County,127520,06037127520,1275.20,Census Tract 1275.20,363717,0,Disadvantaged Community,Low,Urban,0,Yes,"Yes, eligible","No, ineligible",363716.954647064,2434.85950848422
5935,06,013,Contra Costa County,370000,06013370000,3700,Census Tract 3700,1028532,0,NA,Middle,Urban,0,No,"No, ineligible","No, ineligible",1028525.75420827,5918.34948188936
5936,06,037,Los Angeles County,106646,06037106646,1066.46,Census Tract 1066.46,1476213,0,NA,High,Urban,0,No,"No, ineligible","No, ineligible",1476214.88618851,7143.79218066087
5937,06,037,Los Angeles County,407601,06037407601,4076.01,Census Tract 4076.01,781203,0,Disadvantaged Community,Low,Urban,86.8055555555556,Yes,"Yes, eligible","No, ineligible",781200.1459198,3571.00655105876
5938,06,037,Los Angeles County,407801,06037407801,4078.01,Census Tract 4078.01,1072033,0,Disadvantaged Community,Low,Urban,0,Yes,"Yes, eligible","No, ineligible",1072031.75196075,3980.00143203454
5939,06,037,Los Angeles County,407802,06037407802,4078.02,Census Tract 4078.02,3131550,1706,Disadvantaged Community,Low,Urban,115.074798619102,Yes,"No, ineligible","No, ineligible",3133256.47480011,9531.93998485783
5940,06,037,Los Angeles County,408005,06037408005,4080.05,Census Tract 4080.05,3680014,4628,NA,High,Urban,0,No,"No, ineligible","No, ineligible",3684641.56140137,8177.99806895996
5941,06,037,Los Angeles County,408140,06037408140,4081.40,Census Tract 4081.40,917605,0,Disadvantaged Community,Low,Urban,0,Yes,"Yes, eligible","No, ineligible",917602.625968933,4108.62948289255
5942,06,037,Los Angeles County,408141,06037408141,4081.41,Census Tract 4081.41,1121077,0,NA,Low,Urban,0,Yes,"Yes, eligible","No, ineligible",1121077.0256424,5243.36918916793
5943,06,037,Los Angeles County,406701,06037406701,4067.01,Census Tract 4067.01,942987,0,NA,Low,Urban,0,Yes,"Yes, eligible","No, ineligible",942984.463302612,4162.59347851396
5944,06,037,Los Angeles County,108104,06037108104,1081.04,Census Tract 1081.04,826020,0,NA,High,Urban,0,No,"No, ineligible","No, ineligible",826018.668087006,4500.39767781955
5945,06,037,Los Angeles County,111100,06037111100,1111,Census Tract 1111,1059245,0,NA,High,Urban,0,No,"No, ineligible","No, ineligible",1059245.11357498,4133.60027704162
5946,06,037,Los Angeles County,111201,06037111201,1112.01,Census Tract 1112.01,1912806,0,NA,High,Urban,0,No,"No, ineligible","No, ineligible",1912809.26404953,7681.50763544692
5947,06,037,Los Angeles County,111202,06037111202,1112.02,Census Tract 1112.02,1866692,0,NA,Low,Urban,406.2681369704,Yes,"No, ineligible","No, ineligible",1866691.85540009,6327.17917881278
5948,06,037,Los Angeles County,111204,06037111204,1112.04,Census Tract 1112.04,3294685,16598,NA,High,Urban,0,No,"No, ineligible","No, ineligible",3311280.71305466,7905.68108107731
5949,06,037,Los Angeles County,111301,06037111301,1113.01,Census Tract 1113.01,2001347,0,NA,Low,Urban,0,Yes,"Yes, eligible","No, ineligible",2001343.13648224,6521.12745885212
5950,06,037,Los Angeles County,111302,06037111302,1113.02,Census Tract 1113.02,1552799,0,NA,Low,Urban,0,Yes,"Yes, eligible","No, ineligible",1552800.19814682,5438.70243044664
